0,1
D:/photos/SORIE/train/7564a8e0-d214-40b1-af60-8399e62e0eb6.jpg,7730F710
D:/photos/SORIE/train/fa5c0db3-c079-4bf0-b53b-b7d847743999.jpg,RECEIPT #:
D:/photos/SORIE/test/d437b18a-7594-43fb-9a06-cd95c7053cf0.jpg,RM3.00
D:/photos/SORIE/test/fa6637e3-1c6f-4f9a-9cd1-aef0142c2bff.jpg,10.18
D:/photos/SORIE/train/aea8bca8-48db-406c-aa2a-ab3ae022ceb9.jpg,@RM2.00
D:/photos/SORIE/train/cb9a707c-7014-4107-803d-903d55ce6678.jpg,PRICE
D:/photos/SORIE/test/86b241a0-fcdc-40b6-9ee8-c05f1b63de8d.jpg,RICE (B)
D:/photos/SORIE/test/4ab8d2c1-6b2b-4525-81d0-4ce48441ad1b.jpg,GST ID=001817907200
D:/photos/SORIE/train/dc92151d-f49a-4db5-b30e-c529b06ca6ec.jpg,0.00
D:/photos/SORIE/train/d0b281ff-7023-44cd-b1c1-e98489fb216c.jpg,1.70
D:/photos/SORIE/train/f1cae55e-861d-4964-a719-6dafc57b7ab8.jpg,2547
D:/photos/SORIE/train/cb93e5ad-729b-49f5-9307-46ce0e77cb0a.jpg,(1125830-V)
D:/photos/SORIE/train/4284d1b7-50a7-4301-aa9c-b5b2b97b34b0.jpg,2.20
D:/photos/SORIE/test/0624814d-54f9-4ca6-820b-af9d0bbdb3d7.jpg,-16.34
D:/photos/SORIE/train/584ded9b-1d78-4419-8b17-a17b22dd40eb.jpg,1
D:/photos/SORIE/test/f01fbba6-1912-458d-8d33-392ead8648e1.jpg,RCP180228-0101-77106
D:/photos/SORIE/test/2755ab81-6489-46a8-8e12-cb50578e4ba0.jpg,NY STRIP
D:/photos/SORIE/train/041003f1-62a4-4f6d-8911-9636b7b4e360.jpg,7.20
D:/photos/SORIE/test/0a77cbd2-a45f-48c4-8d8d-5da43d7d5ed0.jpg,18.34
D:/photos/SORIE/train/d35ffaf2-1877-420c-aa05-bc6734d7ced2.jpg,5.60
D:/photos/SORIE/test/de0573b0-c606-4f8b-a9a6-96b1b4cd5ff5.jpg,(867388-U)
D:/photos/SORIE/test/897565b0-2189-4e56-bbee-e61bb25602b3.jpg,6
D:/photos/SORIE/train/41169e31-c2cc-43af-8935-c1c112120540.jpg,FUELSAVE 95
D:/photos/SORIE/test/cbaf034e-a750-469d-82c6-76c69d2096be.jpg,AMT(RM)
D:/photos/SORIE/train/85ddae92-7255-40c0-8e5d-b94fea7688f9.jpg,: 5586
D:/photos/SORIE/train/8a3e6eb4-4d23-4387-a026-8b00ec6beaca.jpg,PAX(S):
D:/photos/SORIE/train/fa9c34c7-7004-4f16-b14f-3b6b3d9ccbbc.jpg,TAX INVOICE
D:/photos/SORIE/train/61450259-0bd1-4f5c-93e0-162eb5456dee.jpg,33.00
D:/photos/SORIE/test/7b59ba2a-9b93-4999-ae82-c5bd561b61ff.jpg,2.00
D:/photos/SORIE/test/eea3b3c8-658e-46cd-9fc8-2dabb0a0b90d.jpg,CASHIER
D:/photos/SORIE/test/86884225-c327-4b97-b923-f13ff4589376.jpg,3 X
D:/photos/SORIE/test/5836e55f-bd18-4c41-815e-f7fe83ebe4be.jpg,:
D:/photos/SORIE/train/c4a2f603-038a-4216-a0f5-9f61e02a0d46.jpg,ITEM
D:/photos/SORIE/train/6ffab9f9-c0f8-4386-be3b-0728406c482f.jpg,0
D:/photos/SORIE/test/ada6312d-2f40-46bb-9c9c-0d2543c96d14.jpg,FAX:03- 55423213
D:/photos/SORIE/train/bef8ecac-7899-4540-b7ca-f1574d3ebad2.jpg,QTY
D:/photos/SORIE/train/0ecbb3cf-b398-44d3-a00c-ac9c74978125.jpg,E.&.0.E.
D:/photos/SORIE/test/4bdb7ca9-f1bf-4d4d-a801-1de1ec83067d.jpg,103.85
D:/photos/SORIE/train/965f9b0a-8f0f-4d38-9cd3-48cb86276254.jpg,INVOICE NO.
D:/photos/SORIE/test/d21e2a0c-dd24-4fe2-b7b4-a85e9573b79d.jpg,"SELANGOR,"
D:/photos/SORIE/train/6b0f767f-2267-469b-875e-4a04aeff8fc6.jpg,TOTAL
D:/photos/SORIE/train/9e4db15c-864c-4e66-b5ba-6aac4757acdb.jpg,DATE: 23/09/2017
D:/photos/SORIE/test/75cbd379-7063-4d6f-9659-906c682f121f.jpg,1
D:/photos/SORIE/train/feb0f1a1-a744-46b0-8ed7-dad7657d471b.jpg,10
D:/photos/SORIE/train/c759131c-91bf-4de3-bfe8-74d7155469d0.jpg,27.44
D:/photos/SORIE/train/d10eb88d-1250-4134-8f27-4361c9bdae5f.jpg,8.34
D:/photos/SORIE/train/9c2d4e67-9391-4739-b7f3-3b013201ff26.jpg,6.00
D:/photos/SORIE/train/67972aca-44f8-4835-8f3a-9d43e1dc6029.jpg,16-04-2018
D:/photos/SORIE/train/677a1ffc-6afd-4356-8fae-f3e7d3e1f2d3.jpg,4 X
D:/photos/SORIE/test/654445f9-3ddf-442a-926e-8988420dcce5.jpg,1
D:/photos/SORIE/train/6fe638ce-14b4-47a7-9328-1c44fce87bb3.jpg,TAX(RM)
D:/photos/SORIE/test/a09e6336-cad5-41fd-8217-97b5216e32b9.jpg,0.00
D:/photos/SORIE/test/b4a2436c-cff0-49bc-b789-e0ab81e1ac3e.jpg,GOODS
D:/photos/SORIE/test/42744c34-7658-4187-ad74-a627c1043c1d.jpg,*S
D:/photos/SORIE/train/591065e2-834c-44da-b696-f570122e8767.jpg,SR
D:/photos/SORIE/train/0d18deaf-9348-460e-8b9f-77d9a5af85cf.jpg,AMOUNT TX
D:/photos/SORIE/train/83725c97-63b8-4cef-9ce0-48fc76149b20.jpg,GST CODE
D:/photos/SORIE/train/f7be1db4-b8c5-4dea-86ee-48476630a60a.jpg,5.70 ZRL
D:/photos/SORIE/train/109d0785-8d28-4b0e-a2b7-2e03d769d608.jpg,0.80
